INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('3','Johan Adi Agusalim','1974-12-14','0','P','Anak','A','Khonghucu','0','Belum Kawin','mahasiswa','S2','33','3',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('14','Nirmala Lestari Tedjo','1975-10-22','0','L','Anak','A','Islam','0','Belum Kawin','polisi','S2','1414','14',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('15','Suhuyanli Lee','1981-7-6','0','L','Anak','A','Katolik','0','Belum Kawin','polisi','S1','1515','15',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('16','Teja Jiaying','1982-10-6','0','P','Anak','B','Islam','0','Belum Kawin','astronot','S3','1616','16',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('17','Zina Pattinama','1981-11-24','0','P','Anak','AB','Katolik','1','Belum Kawin','dosen','S2','1717','17',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('18','Zipporah Sihombing','1981-4-15','0','L','Anak','B','Hindu','1','Belum Kawin','polisi','S3','1818','18',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('19','Rebecca Penggarun','1989-6-22','0','P','Anak','A','Khonghucu','0','Belum Kawin','polisi','S2','1919','19',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('20','Hagar Nababan','1978-10-11','0','P','Anak','AB','Khonghucu','1','Belum Kawin','profesor','S3','2020','20',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('21','Ratu','1978-6-17','0','L','Anak','B','Kristen','0','Belum Kawin','astronot','S3','2121','21',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('22','Dwi','1980-3-9','0','P','Anak','A','Hindu','1','Belum Kawin','polisi','SMA','2222','22',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('23','Darma Eko Irawan','1993-7-22','0','L','Anak','AB','Islam','0','Belum Kawin','profesor','S3','2323','23',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('24','Dian Eko Kusuma','1983-9-20','0','P','Anak','O','Kristen','1','Belum Kawin','dokter','S1','2424','24',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('25','Limputra Shirong','1999-11-22','0','P','Anak','O','Khonghucu','0','Belum Kawin','tentara','S3','2525','25',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('26','Winata Chonglin','1973-11-1','0','P','Anak','A','Buddha','1','Belum Kawin','dokter','S2','2626','26',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('27','Faisel Malaiholo','1973-2-4','0','L','Anak','O','Kristen','0','Belum Kawin','astronot','SMA','2727','27',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('28','Silas Sitepu','1988-7-1','0','P','Anak','AB','Katolik','1','Belum Kawin','dosen','S2','2828','28',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('29','Joel Sianturi','1982-2-10','0','P','Anak','A','Buddha','0','Belum Kawin','profesor','S2','2929','29',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('30','Baruch Kembaren','1981-3-6','0','L','Anak','A','Buddha','1','Belum Kawin','astronot','S2','3030','30',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('31','Susilo','1988-4-25','0','P','Anak','AB','Buddha','1','Belum Kawin','tentara','S1','3131','31',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('32','Bambang','1976-1-11','0','L','Anak','AB','Islam','1','Belum Kawin','astronot','S3','3232','32',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('33','Sudirman Dwi Lie','1992-1-2','0','L','Anak','A','Khonghucu','0','Belum Kawin','astronot','S3','3333','33',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('34','Krisna Suharto Darmali','1988-6-18','0','L','Anak','O','Hindu','1','Belum Kawin','astronot','S1','3434','34',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('35','Vonco An','1998-2-19','0','P','Anak','B','Hindu','0','Belum Kawin','tentara','S1','3535','35',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('36','Haliman Kang','1999-6-27','0','P','Anak','A','Hindu','0','Belum Kawin','polisi','S3','3636','36',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('37','Oguzhan Nahuway','1971-2-19','0','P','Anak','A','Kristen','0','Belum Kawin','profesor','S3','3737','37',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('38','Ephraim Jadibata','1986-8-20','0','L','Anak','B','Kristen','1','Belum Kawin','mahasiswa','S1','3838','38',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('39','Jethro Sidahapintu','1997-12-26','0','P','Anak','B','Katolik','0','Belum Kawin','mahasiswa','S3','3939','39',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('40','Levi Namohaji','1971-7-3','0','P','Anak','AB','Kristen','1','Belum Kawin','profesor','S3','4040','40',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('41','Adi','1982-2-22','0','P','Anak','B','Katolik','1','Belum Kawin','profesor','S1','4141','41',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('42','Dwi','1992-7-15','0','L','Anak','A','Buddha','0','Belum Kawin','dosen','S1','4242','42',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('43','Harjanti Nirmala Oesman','1983-3-20','0','P','Anak','O','Katolik','0','Belum Kawin','mahasiswa','S1','4343','43',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('44','Eko Putri Sugiarto','1990-7-5','0','L','Anak','AB','Hindu','1','Belum Kawin','profesor','S2','4444','44',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('45','Susetyo Hu','1977-3-13','0','L','Anak','O','Islam','0','Belum Kawin','tentara','S1','4545','45',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('46','Sutiono Yuke','1994-3-19','0','P','Anak','A','Katolik','1','Belum Kawin','dosen','S2','4646','46',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('47','Elle Saranamual','1988-2-12','0','L','Anak','AB','Kristen','1','Belum Kawin','profesor','SMA','4747','47',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('48','Rebekah Bahorok','1990-7-14','0','L','Anak','AB','Kristen','1','Belum Kawin','mahasiswa','S1','4848','48',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('49','Mara Siburian','1983-5-4','0','P','Anak','B','Khonghucu','1','Belum Kawin','tentara','S1','4949','49',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('50','Shiphrah Sabab','1981-10-14','0','P','Anak','AB','Buddha','0','Belum Kawin','dokter','SMA','5050','50',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('51','Wulan','1973-9-8','0','P','Anak','AB','Katolik','1','Belum Kawin','polisi','S3','5151','51',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('52','Laksmini','1987-9-1','0','L','Anak','A','Buddha','0','Belum Kawin','mahasiswa','SMA','5252','52',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('53','Cahaya Benny Oesman','1996-2-20','0','P','Anak','AB','Katolik','1','Belum Kawin','dosen','S2','5353','53',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('54','Hendra Wira Tanudjaja','1984-8-26','0','P','Anak','O','Islam','0','Belum Kawin','mahasiswa','S3','5454','54',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('55','Tjandra Fuhua','1980-7-9','0','L','Anak','O','Buddha','0','Belum Kawin','profesor','S3','5555','55',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('56','Wangsa Wing','1979-1-23','0','P','Anak','B','Buddha','1','Belum Kawin','dokter','S2','5656','56',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('57','Numair Wattimena','1989-8-22','0','P','Anak','A','Kristen','0','Belum Kawin','dosen','S3','5757','57',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('58','Abiathar Rumapea','1971-6-13','0','L','Anak','A','Khonghucu','0','Belum Kawin','mahasiswa','SMA','5858','58',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('59','Micah Lumbanpea','1971-11-19','0','L','Anak','O','Hindu','1','Belum Kawin','dokter','S2','5959','59',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('60','Jairus Capah','1983-9-1','0','P','Anak','AB','Kristen','1','Belum Kawin','dokter','S1','6060','60',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('61','Sukarno','1995-11-3','0','L','Anak','A','Khonghucu','0','Belum Kawin','tentara','S3','6161','61',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('62','Sukarto','1984-2-21','0','L','Anak','B','Katolik','1','Belum Kawin','polisi','S2','6262','62',CURRENT_TIMESTAMP, 1);
INSERT INTO `penduduk`(`id`, `nama`, `tanggal_lahir`, `tempat_lahir`, `jenis_kelamin`, `hubungan_keluarga`, `golongan_darah`, `agama`, `wni`, `status_perkawinan`, `pekerjaan`, `pendidikan`, `id_izin_tetap`, `id_passport`, `created_at`, `status`) VALUES ('63','Liani Devi Lie','1973-1-13','0','P','Anak','A','Kristen','1','Belum Kawin','astronot','S3','6363','63',CURRENT_TIMESTAMP, 1);
