INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (1,'Luqman Arifin Siswanto',1,CURRENT_TIMESTAMP,42,21,14,89,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (15,'Suhuyanli Lee',15,CURRENT_TIMESTAMP,38,24,10,71,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (16,'Teja Jiaying',16,CURRENT_TIMESTAMP,19,26,3,85,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (17,'Zina Pattinama',17,CURRENT_TIMESTAMP,31,7,11,87,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (18,'Zipporah Sihombing',18,CURRENT_TIMESTAMP,1,31,13,82,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (19,'Rebecca Penggarun',19,CURRENT_TIMESTAMP,24,22,33,90,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (20,'Hagar Nababan',20,CURRENT_TIMESTAMP,43,13,13,90,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (21,'Ratu',21,CURRENT_TIMESTAMP,22,25,5,74,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (22,'Dwi',22,CURRENT_TIMESTAMP,9,16,22,75,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (23,'Darma Eko Irawan',23,CURRENT_TIMESTAMP,43,36,3,85,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (24,'Dian Eko Kusuma',24,CURRENT_TIMESTAMP,31,15,34,83,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (25,'Limputra Shirong',25,CURRENT_TIMESTAMP,37,19,11,84,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (26,'Winata Chonglin',26,CURRENT_TIMESTAMP,18,27,39,76,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (27,'Faisel Malaiholo',27,CURRENT_TIMESTAMP,1,41,3,87,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (28,'Silas Sitepu',28,CURRENT_TIMESTAMP,26,27,34,87,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (29,'Joel Sianturi',29,CURRENT_TIMESTAMP,7,24,36,82,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (30,'Baruch Kembaren',30,CURRENT_TIMESTAMP,32,8,24,76,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (31,'Susilo',31,CURRENT_TIMESTAMP,36,4,3,79,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (32,'Bambang',32,CURRENT_TIMESTAMP,39,43,6,83,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (33,'Sudirman Dwi Lie',33,CURRENT_TIMESTAMP,33,13,3,86,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (34,'Krisna Suharto Darmali',34,CURRENT_TIMESTAMP,43,10,35,77,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (35,'Vonco An',35,CURRENT_TIMESTAMP,19,6,34,88,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (36,'Haliman Kang',36,CURRENT_TIMESTAMP,21,33,19,79,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (37,'Oguzhan Nahuway',37,CURRENT_TIMESTAMP,25,9,3,84,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (38,'Ephraim Jadibata',38,CURRENT_TIMESTAMP,13,13,16,89,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (39,'Jethro Sidahapintu',39,CURRENT_TIMESTAMP,30,2,31,90,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (40,'Levi Namohaji',40,CURRENT_TIMESTAMP,41,41,15,87,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (41,'Adi',41,CURRENT_TIMESTAMP,39,39,19,90,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (42,'Dwi',42,CURRENT_TIMESTAMP,6,34,33,79,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (43,'Harjanti Nirmala Oesman',43,CURRENT_TIMESTAMP,34,13,15,78,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (44,'Eko Putri Sugiarto',44,CURRENT_TIMESTAMP,1,13,39,88,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (45,'Susetyo Hu',45,CURRENT_TIMESTAMP,1,23,18,89,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (46,'Sutiono Yuke',46,CURRENT_TIMESTAMP,26,5,11,74,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (47,'Elle Saranamual',47,CURRENT_TIMESTAMP,17,32,21,78,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (48,'Rebekah Bahorok',48,CURRENT_TIMESTAMP,25,38,31,74,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (49,'Mara Siburian',49,CURRENT_TIMESTAMP,10,38,6,76,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (50,'Shiphrah Sabab',50,CURRENT_TIMESTAMP,35,39,24,71,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (51,'Wulan',51,CURRENT_TIMESTAMP,34,6,16,70,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (52,'Laksmini',52,CURRENT_TIMESTAMP,4,4,8,84,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (53,'Cahaya Benny Oesman',53,CURRENT_TIMESTAMP,9,32,33,74,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (54,'Hendra Wira Tanudjaja',54,CURRENT_TIMESTAMP,40,16,26,75,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (55,'Tjandra Fuhua',55,CURRENT_TIMESTAMP,14,18,41,70,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (56,'Wangsa Wing',56,CURRENT_TIMESTAMP,37,40,32,81,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (57,'Numair Wattimena',57,CURRENT_TIMESTAMP,10,3,43,73,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (58,'Abiathar Rumapea',58,CURRENT_TIMESTAMP,27,17,7,84,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (59,'Micah Lumbanpea',59,CURRENT_TIMESTAMP,25,30,17,74,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (60,'Jairus Capah',60,CURRENT_TIMESTAMP,5,16,6,77,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (61,'Sukarno',61,CURRENT_TIMESTAMP,19,14,2,75,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (62,'Sukarto',62,CURRENT_TIMESTAMP,4,43,36,89,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (63,'Liani Devi Lie',63,CURRENT_TIMESTAMP,22,31,35,79,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (64,'Bulan Citra Sasmita',64,CURRENT_TIMESTAMP,21,18,33,78,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (65,'Nastalim Huiliang',65,CURRENT_TIMESTAMP,4,28,42,90,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (66,'Sindoro Ying',66,CURRENT_TIMESTAMP,28,19,23,79,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (67,'Lore Hitu',67,CURRENT_TIMESTAMP,38,7,3,73,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (68,'Carmel Parapat',68,CURRENT_TIMESTAMP,3,24,32,70,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (69,'Zina Siringoringo',69,CURRENT_TIMESTAMP,29,9,2,72,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (70,'Ruth Keloko',70,CURRENT_TIMESTAMP,21,17,20,80,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (71,'Suminten',71,CURRENT_TIMESTAMP,17,26,29,73,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (72,'Megawati',72,CURRENT_TIMESTAMP,34,41,15,71,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (73,'Suryadi Yandi Halim',73,CURRENT_TIMESTAMP,17,9,42,80,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (74,'Johan Agus Sugiarto',74,CURRENT_TIMESTAMP,23,22,29,90,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (75,'Sutiono Zixin',75,CURRENT_TIMESTAMP,42,5,8,81,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (76,'Yapardi Li',76,CURRENT_TIMESTAMP,25,26,4,76,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (77,'Arhab Ribok',77,CURRENT_TIMESTAMP,12,21,38,71,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (78,'Joash Uwir',78,CURRENT_TIMESTAMP,3,10,3,70,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (79,'Apollos Hutabarat',79,CURRENT_TIMESTAMP,4,13,15,82,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (80,'Elijah Keliat',80,CURRENT_TIMESTAMP,26,25,4,83,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (81,'Suharto',81,CURRENT_TIMESTAMP,18,23,1,83,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (82,'Purwodarminto',82,CURRENT_TIMESTAMP,22,19,30,74,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (83,'Hartanti Wulan Muljana',83,CURRENT_TIMESTAMP,36,24,22,77,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (84,'Yuliana Mega Hermanto',84,CURRENT_TIMESTAMP,29,21,12,74,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (85,'Linus Jia',85,CURRENT_TIMESTAMP,13,32,25,90,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (86,'Gunadi Wenling',86,CURRENT_TIMESTAMP,14,18,11,89,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (87,'Rosie Tutupoly',87,CURRENT_TIMESTAMP,10,16,27,78,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (88,'Lydia Sirait',88,CURRENT_TIMESTAMP,14,22,28,77,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (89,'Tirzah Limbong',89,CURRENT_TIMESTAMP,40,33,9,77,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (90,'Adina Lumbanpea',90,CURRENT_TIMESTAMP,20,13,35,89,NULL);
INSERT INTO `calonpegawai`(`id_calon_pegawai`, `nama`, `id_penduduk`, `created_at`, `pilihan_1`, `pilihan_2`, `pilihan_3`, `nilai_tes_bkn`, `id_kebutuhan_pegawai`) VALUES (91,'Ratu',91,CURRENT_TIMESTAMP,32,26,37,78,NULL);
